CNPJ_FUNDO;CPF-PROPRIETARIO;FAT_ANUAL
07.259.473/0001-57;45302120;1936071
05.025.934/0001-00;47307761;2622757
05.754.105/0001-50;40563962;1124636
22.031.953/0001-50;45682646;2766702
10.277.980/0001-28;41567387;3320098
97.532.704/0001-47;42654216;1044238
04.030.644/0001-83;41473443;3445226
11.145.288/0001-09;41738131;1219167
16.741.553/0001-35;48437173;578301
13.503.999/0001-33;40964261;1581997
30.493.327/0001-03;42788899;1146686
07.005.584/0001-37;41180262;1345501
04.738.466/0001-40;40454006;1503807
02.938.705/0001-80;40740825;959993
07.280.421/0001-62;46608039;1446668
02.178.102/0001-27;47412641;1783890
31.875.473/0001-66;40738245;893674
08.399.539/0001-77;41363708;2970993
04.128.893/0001-06;47106115;2151657
08.532.631/0001-63;43962042;1022047
08.215.835/0001-70;44193560;1737886
16.608.466/0001-04;46247036;2182779
15.583.474/0001-80;39676377;3384978
18.307.836/0001-07;41717262;1306289
04.881.177/0001-03;48726077;2005664
09.341.460/0001-58;40154738;2068998
23.711.497/0001-51;43662008;1922836
30.493.327/0001-03;42799345;3031092
15.231.435/0001-14;48413898;1402484
21.838.176/0001-97;40167587;1476398
20.216.311/0001-08;44039492;1590689
30.102.490/0001-06;44714245;1092169
03.303.756/0001-06;41062957;2746478
05.615.621/0001-01;41390147;1446050
24.837.051/0001-30;46694218;2082645
08.537.792/0001-40;46079404;684388
22.100.057/0001-03;40737902;3113416
03.661.011/0001-00;46242942;2509120
06.924.594/0001-03;47443300;1497417
08.913.046/0001-03;40035672;936947
10.922.588/0001-94;40694920;1957570
20.335.555/0001-00;45136770;2790130
11.952.640/0001-18;47039217;1884355
07.667.589/0001-25;39630560;2026865
07.899.238/0001-40;42297988;2991199
03.099.639/0001-64;44593180;3106452
21.347.714/0001-40;45329553;1250947
19.418.923/0001-96;44241399;2816377
29.197.055/0001-15;41546589;877133
07.965.751/0001-91;47698589;3141741
17.158.481/0001-60;43781508;2813854
00.016.913/0001-04;45367495;2817657
09.065.932/0001-97;45588078;1013723
97.519.615/0001-60;47387971;1942199
20.216.954/0001-43;45055948;1303732
30.507.491/0001-22;40953754;1829695
32.179.544/0001-59;42053315;1381695
26.344.626/0001-09;43947205;1352098
10.626.040/0001-05;40268693;1375924
05.091.448/0001-81;44411348;2559518
20.354.141/0001-10;42986218;3229475
11.003.136/0001-71;45370107;3375621
13.416.859/0001-28;41775088;2067361
05.615.472/0001-72;40315679;773041
14.106.767/0001-04;48554608;2938518
07.928.824/0001-75;45368648;3100143
23.682.568/0001-35;40982317;798115
05.754.066/0001-90;47897414;2479954
20.866.937/0001-51;46946564;1367943
32.273.507/0001-05;40375280;1974007
14.122.486/0001-45;45416109;503747
08.702.629/0001-95;43795273;885409
07.660.080/0001-50;43051843;2403125
11.349.820/0001-00;47781536;2116667
23.875.823/0001-66;47900536;1448822
19.253.344/0001-30;46014912;1989693
31.006.555/0001-74;41252913;2569567
31.611.530/0001-08;46701594;1742001
12.468.843/0001-04;48184211;2169222
29.196.969/0001-61;44476171;2612373
07.184.816/0001-61;43449419;2990053
07.549.794/0001-96;39927832;3441594
28.428.211/0001-49;44395806;970652
08.139.878/0001-14;47708425;1221682
31.908.005/0001-40;40386700;1802744
17.329.695/0001-52;43889074;2395992
23.682.635/0001-11;40062347;2283946
13.143.660/0001-73;47698810;3033250
30.259.240/0001-76;40408626;1782994
07.184.790/0001-51;44294595;530528
22.946.019/0001-68;47906864;544624
03.789.327/0001-82;40990661;847992
09.273.626/0001-46;44757156;905634
20.335.176/0001-01;41372792;1210350
04.547.719/0001-06;46233878;2017325
08.087.407/0001-00;46871060;3399735
01.627.293/0001-02;40054228;828639
03.659.290/0001-78;46059895;1175643
16.992.045/0001-20;42025901;1246843
10.406.611/0001-98;46059102;1297996
11.549.965/0001-54;40840984;2187917
30.568.861/0001-31;45857210;1201923
09.720.700/0001-25;40843329;2377029
12.923.408/0001-14;48462780;1424770
08.992.317/0001-63;46985497;2692895
14.504.304/0001-09;46759093;3198766
14.076.697/0001-99;44178213;2355814
07.659.991/0001-68;48013522;540152
15.714.955/0001-88;44209870;2039109
01.541.649/0001-82;46814165;877688
13.594.677/0001-47;42176997;2765128
13.950.087/0001-00;45718677;1440040
15.799.685/0001-55;45212542;2723062
03.287.127/0001-21;41422349;2410636
08.277.702/0001-29;46323502;1948478
12.681.350/0001-40;45747161;1513952
04.030.629/0001-35;41915503;1584069
32.162.733/0001-19;45122519;1473594
19.203.026/0001-65;40233986;2515258
26.725.172/0001-16;42983806;1389009
07.662.058/0001-40;43279806;975859
14.507.699/0001-95;45484497;1255692
08.140.054/0001-64;43389838;2327598
27.619.818/0001-43;45580551;2674125
10.581.220/0001-00;47441100;1401583
01.624.178/0001-76;42864252;604406
24.752.773/0001-92;44506447;840873
13.000.848/0001-62;48333021;2507841
02.120.556/0001-47;45122722;1786376
27.565.906/0001-00;48361214;906920
11.206.222/0001-81;46228239;746860
24.752.773/0001-92;43387275;537888
13.322.208/0001-79;47744426;3419705
15.559.432/0001-04;47177204;2555626
11.695.107/0001-18;45452440;2363948
04.443.366/0001-96;45197576;1916660
02.965.765/0001-91;42544910;2580963
07.907.426/0001-72;45511048;3103764
03.644.371/0001-02;40437171;966958
07.966.987/0001-42;41539013;3275829
27.293.764/0001-79;46925094;2886191
26.657.105/0001-01;41238383;1933043
32.273.503/0001-27;46026163;941902
04.701.095/0001-21;47734002;3002558
04.682.856/0001-45;43941327;1798449
08.771.653/0001-86;41283938;2435844
17.679.339/0001-69;40332046;2935984
15.198.852/0001-02;41724831;2344895
10.263.262/0001-00;40837809;3087201
06.248.222/0001-04;46885568;1165772
01.214.092/0001-75;46471360;787652
04.885.403/0001-16;40120539;1351052
29.275.390/0001-94;47598831;2475652
09.536.083/0001-02;41388184;3298073
30.624.657/0001-90;40516096;3163494
16.607.869/0001-39;46775494;592605
97.543.731/0001-15;41149533;1171531
29.178.343/0001-22;48477371;1388985
03.033.971/0001-26;46946949;2788738
09.289.115/0001-12;40159365;1520759
13.001.232/0001-06;42864285;2702217
10.581.196/0001-09;42914557;1994822
17.687.703/0001-32;40170132;1206070
08.757.725/0001-30;48057326;1415557
04.646.431/0001-80;42075563;2662172
13.143.675/0001-31;40077504;555661
24.714.864/0001-33;45758809;3044719
12.265.822/0001-83;48333136;3259966
01.718.950/0001-19;42627052;551342
09.065.927/0001-84;39818323;2213155
32.273.536/0001-77;43490495;918866
02.376.888/0001-97;45815530;1611386
04.519.722/0001-08;44581953;1467534
18.168.516/0001-05;46955141;3299968
30.077.431/0001-17;40918030;833407
23.781.678/0001-54;45599674;1084013
17.365.204/0001-29;40667548;3326591
71.730.824/0001-65;44988813;3049163
09.433.401/0001-00;48167860;2196846
23.339.936/0001-47;44876132;1830263
14.068.361/0001-84;43963344;1182853
16.718.137/0001-16;44385941;1633110
17.256.292/0001-20;43246485;1362050
28.840.480/0001-18;45743309;1227626
30.378.669/0001-82;48486471;1273648
14.213.075/0001-65;46554004;1989550
28.280.911/0001-39;39756485;1358593
07.299.083/0001-00;40058557;1046210
20.451.857/0001-35;42641414;1927821
05.231.651/0001-06;40656845;2441265
12.610.849/0001-66;44636075;2340899
14.068.361/0001-84;48064822;2268650
16.907.162/0001-48;43435095;2914471
12.066.279/0001-95;47513771;2875094
17.420.891/0001-38;40202924;925335
12.474.239/0001-82;40748126;2162101
22.328.326/0001-85;42382340;2694906
29.226.309/0001-86;47721343;1478142
21.347.635/0001-30;48402815;1509997
16.866.540/0001-92;43809092;2886051
02.376.884/0001-09;48594973;1896651
10.475.450/0001-94;42970911;3112948
02.642.584/0001-24;46121297;638833
08.433.244/0001-70;47068046;1267686
12.468.981/0001-85;42674583;1202189
25.108.957/0001-87;47575570;2039013
13.635.486/0001-86;45740333;1112329
15.594.992/0001-08;46331221;2606787
23.970.201/0001-17;40446468;3032994
04.781.328/0001-43;41721849;3483641
05.819.712/0001-50;40801667;1476396
24.142.742/0001-10;45553076;3192310
02.335.944/0001-45;45739735;1254939
08.815.352/0001-07;40851033;2101926
27.077.318/0001-27;45764294;3175541
03.618.276/0001-26;43400645;3396248
04.551.365/0001-65;41183959;737713
21.347.635/0001-30;41502230;1759923
07.682.387/0001-52;46343761;2072781
28.428.226/0001-07;39973337;1189692
07.996.850/0001-30;47037657;1810521
19.358.557/0001-27;48697779;1076561
30.592.859/0001-06;40129818;2300720
24.405.387/0001-24;48340945;1389439
07.938.843/0001-82;40539911;1377735
05.197.219/0001-46;40412572;2268467
29.587.745/0001-80;45507178;1975066
05.043.223/0001-50;39813561;3152600
29.734.005/0001-20;47126161;2175796
03.366.545/0001-04;48379122;2134370
24.572.014/0001-48;46268901;1528304
18.716.322/0001-05;41677032;2540379
30.654.797/0001-01;43568477;2561877
20.403.315/0001-97;41244789;1819491
28.757.058/0001-01;39917850;1359671
12.984.473/0001-50;41176335;2646598
16.617.509/0001-18;48384973;2375302
29.363.895/0001-00;41377612;3136767
05.211.106/0001-58;43941296;3305020
13.249.939/0001-36;46387948;572473
08.773.794/0001-38;40859975;649926
09.489.366/0001-40;46603802;3205496
01.620.849/0001-20;46655544;1748479
17.073.340/0001-45;48693256;854559
11.389.163/0001-24;41963636;710693
02.005.311/0001-79;45424136;3031267
09.028.100/0001-09;42098754;590646
05.346.352/0001-17;47590980;2584657
12.981.808/0001-86;44083891;2615200
05.892.537/0001-27;44902009;668445
08.927.393/0001-95;44788518;1947025
23.964.350/0001-73;39695405;3464502
04.305.193/0001-40;42794490;1738590
08.927.380/0001-16;48295163;1724346
12.154.394/0001-11;46443327;1455105
20.077.698/0001-50;42383869;3297748
08.507.684/0001-24;44277396;936556
21.940.760/0001-59;39930622;2198176
26.780.003/0001-89;48652501;3239232
14.843.748/0001-60;48331637;613800
07.184.801/0001-01;40321486;2777593
01.601.404/0001-01;39749550;2325241
05.511.291/0001-04;44875897;1325392
12.474.239/0001-82;43668067;1703577
31.844.783/0001-13;46135956;1072573
25.108.971/0001-80;42074885;1294394
32.666.441/0001-13;41844476;3325847
17.759.743/0001-42;44615954;2799993
05.401.409/0001-33;43551210;1514274
06.095.416/0001-17;41039069;2487033
27.188.021/0001-39;48357968;1947113
14.572.542/0001-43;41670274;1511983
07.375.351/0001-26;42716735;853518
06.157.562/0001-20;47827075;1968788
12.636.377/0001-10;48581561;1594862
04.128.693/0001-53;41254043;1871389
23.339.924/0001-12;42026270;673344
29.301.839/0001-41;47309067;637333
08.828.417/0001-59;48578883;2012851
15.730.623/0001-97;44756693;3259361
08.708.329/0001-13;41291053;1548057
09.341.497/0001-86;44434386;3289983
26.450.839/0001-15;44205454;3039821
01.171.963/0001-10;45437968;3140806
13.835.155/0001-90;46211648;1792718
07.645.530/0001-36;44228575;2473939
20.763.871/0001-74;47582246;2360468
97.548.166/0001-89;47624595;1293276
05.601.814/0001-03;45837592;2534051
18.806.855/0001-70;46702272;1069587
32.742.673/0001-03;42298830;1899189
04.090.126/0001-55;44217119;1233895
09.564.069/0001-12;45208697;2485827
05.058.287/0001-24;48667794;2776757
10.699.187/0001-17;43179974;921930
17.994.270/0001-68;45248632;1977900
06.160.704/0001-08;46020851;2202962
06.095.429/0001-96;44785992;1232447
12.442.384/0001-81;46647082;1975997
18.929.409/0001-52;46513559;1716259
08.158.291/0001-52;40530417;3165930
05.601.800/0001-81;40114428;1378763
07.216.322/0001-11;43168216;1830507
19.550.992/0001-59;43850596;3072537
32.040.926/0001-05;47580955;3332773
05.058.297/0001-60;42034376;2087302
23.695.881/0001-08;39784051;2271576
09.130.456/0001-40;45103644;1962237
07.966.985/0001-53;47008085;2821216
18.719.154/0001-01;41401907;1844390
13.416.783/0001-30;46547262;2920972
10.619.706/0001-90;47964536;2363605
24.405.186/0001-27;46817239;1855421
07.400.510/0001-03;44999500;1202431
18.168.445/0001-40;40935034;3130417
09.150.740/0001-89;41775787;707771
07.928.858/0001-60;44240695;2008444
13.400.182/0001-30;43521602;1764731
12.672.120/0001-14;40255335;1974715
29.638.303/0001-16;48025997;2125280
12.474.880/0001-17;46322808;3232934
12.297.840/0001-47;44071774;1027418
17.313.322/0001-93;41090771;2925706
21.596.653/0001-55;45873913;2364669
25.108.962/0001-90;45713585;3229043
08.833.200/0001-37;40770958;2601407
22.187.954/0001-98;45131490;579166
26.305.877/0001-84;42902244;2142303
05.832.026/0001-10;44845807;1374919
13.608.339/0001-17;46506134;2565031
18.093.814/0001-83;42434725;2858032
18.599.388/0001-54;45872548;2831715
09.110.232/0001-77;46489504;1812846
07.810.506/0001-05;40798077;1932574
17.412.815/0001-80;45281093;505303
05.480.352/0001-05;43320212;2848202
26.680.230/0001-32;40952172;2949182
24.774.179/0001-00;41035011;630153
12.468.753/0001-05;41643310;710751
53.636.023/0001-53;41837406;3079045
17.036.257/0001-04;40427275;3361473
16.569.447/0001-16;46282117;2265260
26.253.895/0001-60;46933685;2192368
07.561.872/0001-78;40789305;2621879
12.474.880/0001-17;45013380;2489341
30.508.112/0001-19;40834668;3495272
12.474.259/0001-53;45760810;2497853
11.390.022/0001-21;39747794;3248278
30.329.399/0001-10;46147478;532687
13.400.182/0001-30;41753500;3159869
13.411.520/0001-39;45850205;3036428
26.664.701/0001-19;48508901;2163383
17.554.200/0001-99;42344301;2533736
20.030.713/0001-05;45710855;2563480
04.118.327/0001-13;47432587;1349274
16.534.821/0001-48;45003965;2514786
11.110.950/0001-95;45662780;3198782
23.546.622/0001-15;43517229;1415308
26.344.607/0001-82;43963035;516134
17.729.797/0001-65;40054893;1736009
30.921.315/0001-32;47882658;2188104
10.643.466/0001-69;39808983;869263
30.618.652/0001-55;43316281;3054600
23.731.543/0001-84;42736115;2663521
08.151.085/0001-10;44794915;2427593
09.145.231/0001-68;39925656;3304680
24.011.864/0001-77;42622060;509005
14.437.699/0001-66;45933417;2874257
32.862.167/0001-58;43204219;1650840
23.066.464/0001-04;47305526;1292047
09.288.298/0001-51;48637806;737533
07.830.005/0001-90;43276486;573002
08.414.913/0001-66;43918840;1711178
05.290.560/0001-41;42783517;1509114
13.969.771/0001-33;44135499;1095622
08.434.459/0001-05;42809737;1869059
15.586.810/0001-49;41578977;1960010
09.528.767/0001-62;43261478;1450010
10.851.740/0001-95;42018001;1543456
22.791.114/0001-30;42814868;708831
09.536.118/0001-03;41600290;2570405
18.197.289/0001-46;41511193;1617503
17.412.494/0001-14;42333945;603015
16.617.580/0001-09;45151914;2860083
03.381.346/0001-75;44713069;2148880
24.215.260/0001-42;46874191;1852755
13.155.995/0001-01;47209742;1493241
26.680.218/0001-28;46159793;3106484
23.098.398/0001-46;47862834;3323588
09.544.228/0001-17;47086037;2479835
32.753.864/0001-70;45272740;2026677
09.489.250/0001-01;41421836;2948255
04.819.120/0001-76;48367108;1505210
28.914.164/0001-43;46786841;1243582
10.295.501/0001-04;43703120;1747712
04.299.292/0001-66;46438880;1978382
13.294.408/0001-65;42441533;556038
14.843.307/0001-69;43736597;1341454
08.537.639/0001-12;40338795;2594012
08.978.659/0001-29;39867714;926480
11.428.899/0001-64;48635350;3193325
22.041.234/0001-10;45907963;2900022
30.329.397/0001-20;46514104;3348607
03.109.069/0001-46;40415457;2775844
32.999.307/0001-34;44701571;651223
26.355.003/0001-31;40277770;2535072
05.108.368/0001-91;42501294;1736968
26.344.596/0001-30;41546319;3075418
07.928.795/0001-41;44870348;1296968
16.816.127/0001-13;46654580;1874357
17.554.210/0001-24;44404394;3014751
10.985.337/0001-59;41964985;754066
28.914.164/0001-43;44554034;2411481
26.171.764/0001-33;48520190;1465896
21.407.030/0001-97;39894095;1147729
17.051.132/0001-45;44968386;3200450
24.752.672/0001-11;41904790;3192294
06.866.853/0001-97;44686562;3133525
13.021.722/0001-74;47759400;1143192
15.569.834/0001-90;41220494;1880511
28.568.647/0001-33;45727875;1275056
26.978.134/0001-75;42159614;2146808
18.391.324/0001-63;44743013;2179517
21.185.966/0001-10;48373258;1090864
15.862.679/0001-03;41477611;2829608
05.201.060/0001-96;41553087;1998793
32.398.864/0001-08;44060323;1990594
03.917.785/0001-50;44245580;1595961
18.086.741/0001-00;46416717;2683080
17.329.461/0001-05;48365042;3489920
09.075.575/0001-48;44911868;3248566
03.920.094/0001-05;44055679;2682844
12.518.200/0001-10;46589704;2221575
11.492.187/0001-04;46856784;1392948
17.786.572/0001-40;44861166;2577174
05.951.573/0001-14;43687570;1856335
07.058.057/0001-90;45353662;524060
04.587.998/0001-23;40803581;1610745
27.248.998/0001-02;44646230;2355804
04.899.078/0001-40;42719886;1740488
18.086.757/0001-05;46742072;1998550
24.454.618/0001-90;45598300;3163321
27.227.418/0001-92;42548046;2538318
00.823.509/0001-34;46982300;1987030
15.862.660/0001-59;42303492;2727093
24.752.547/0001-01;44609483;2138108
08.818.388/0001-44;40122147;3207256
31.551.353/0001-03;45089801;1209928
27.292.922/0001-76;45959369;3372280
17.898.668/0001-09;46727592;2461413
33.422.186/0001-26;43524698;1265893
20.155.978/0001-30;43668070;2228129
16.481.787/0001-90;44195700;2817592
22.003.645/0001-10;43324843;1509143
08.343.663/0001-10;43455894;3444529
30.830.240/0001-84;46905941;1384441
16.938.214/0001-43;48071365;755690
26.649.135/0001-76;47161137;2898074
00.828.941/0001-18;47502573;562422
22.306.943/0001-80;46764390;2368479
06.184.082/0001-58;45243078;2119572
10.172.762/0001-29;44660863;839285
01.214.080/0001-40;48233254;2818258
07.913.473/0001-29;48557285;2202990
32.312.094/0001-20;40396619;1370366
25.244.530/0001-06;44522641;1833204
04.118.624/0001-69;43984155;1496233
11.447.355/0001-40;44933537;899707
26.362.433/0001-80;46440803;2763150
15.073.102/0001-04;44859074;873773
05.061.109/0001-52;42060360;1343229
16.877.651/0001-02;44676687;1225096
04.708.979/0001-08;46378666;1056897
15.649.578/0001-40;43896524;2593971
05.513.745/0001-78;47484633;3139972
20.726.207/0001-55;43264850;1745076
05.075.837/0001-13;46676045;3005619
26.694.987/0001-85;45713909;813385
08.773.786/0001-91;42115814;801737
03.288.481/0001-70;40805245;510367
11.357.289/0001-17;42114260;794500
32.922.116/0001-74;41718616;1000094
24.752.672/0001-11;41827348;1635863
11.904.037/0001-60;43249044;1155695
10.462.084/0001-39;47567792;2749475
08.834.206/0001-29;42427202;3310480
07.789.816/0001-95;43729857;3438874
27.794.662/0001-37;44566150;2070291
04.118.663/0001-66;43739778;2399969
12.984.505/0001-17;40629746;2963719
03.908.507/0001-36;43972625;1613425
28.287.052/0001-00;43007206;3016013
11.839.227/0001-41;45720875;1954986
20.077.480/0001-04;43558436;2498610
12.469.140/0001-92;47560360;2855493
20.889.263/0001-00;47430314;1216517
09.591.796/0001-79;41930173;2133185
18.168.449/0001-29;40889504;2973364
11.083.790/0001-32;41854270;1047288
02.067.423/0001-54;40524943;1760275
08.471.206/0001-01;47331855;850529
33.150.696/0001-91;46415394;836141
28.914.119/0001-99;40476609;715878
24.752.518/0001-40;40734797;2067350
12.993.340/0001-40;45040226;1268492
04.521.987/0001-40;39867100;1347538
18.033.364/0001-33;45079712;585194
23.712.947/0001-20;48281054;760364
10.789.852/0001-63;40934792;2317603
09.528.774/0001-64;44472864;2217204
28.737.735/0001-11;43233649;3211568
26.779.818/0001-48;43090079;2243112
26.315.508/0001-72;47124085;2999508
22.003.626/0001-94;39869456;2807538
03.499.821/0001-02;43887323;3022712
32.512.221/0001-35;44458012;1306399
07.827.948/0001-64;41677088;2073507
19.091.575/0001-95;41940750;889263
08.009.410/0001-05;41681843;2488334
33.422.174/0001-00;46834558;1010173
20.979.909/0001-40;47099311;902337
14.631.068/0001-83;41673887;2094644
20.155.911/0001-03;46497514;1323385
03.507.865/0001-37;46879025;2161549
04.356.303/0001-00;45618228;2148355
04.118.742/0001-77;45524482;2456459
17.412.175/0001-09;41137061;1824288
03.547.725/0001-92;45486900;1049417
17.092.274/0001-50;44658648;1533041
17.739.078/0001-25;47939270;962664
31.248.342/0001-59;42809199;2671381
28.881.120/0001-64;47370622;3202523
07.155.702/0001-93;46342281;2076482
21.732.618/0001-16;48549111;1560664
11.419.971/0001-97;42941888;1499173
32.999.403/0001-82;45551570;1318849
08.370.187/0001-27;44662851;2470817
29.732.926/0001-53;45409371;971394
32.812.060/0001-03;44512916;2069344
08.969.645/0001-49;42999694;2501222
15.212.603/0001-24;42275161;3025704
29.045.319/0001-15;46814447;3228137
28.747.826/0001-38;44354318;3450824
09.181.313/0001-68;44962852;3049416
12.474.259/0001-53;40921834;1600510
33.422.152/0001-31;45231164;1517685
26.344.495/0001-60;40726381;1434306
28.153.046/0001-60;45415985;1171485
05.601.824/0001-30;41072059;3102770
18.160.567/0001-90;41239741;3236707
12.442.441/0001-22;44438461;3235947
08.434.478/0001-31;46535403;918756
19.620.382/0001-84;41790981;981983
01.878.747/0001-00;43306907;1413799
19.254.503/0001-11;45348001;575604
19.550.135/0001-59;44389139;3428607
08.823.339/0001-08;45657200;1153410
11.016.865/0001-62;43176377;3082419
08.927.482/0001-31;42778085;2161602
26.811.773/0001-41;48347978;588820
05.134.431/0001-64;41022026;759609
28.651.431/0001-37;44269284;2695060
13.593.258/0001-90;41102561;746679
12.474.225/0001-69;41005817;2484475
14.285.299/0001-82;43109396;1051475
20.288.608/0001-70;42939790;1013094
10.940.373/0001-04;46614185;1570848
19.620.425/0001-21;44607411;507951
32.834.175/0001-90;46625133;1674671
30.830.237/0001-60;46968064;3359759
05.117.292/0001-60;42924877;2743388
20.142.612/0001-26;45892351;1188823
27.750.718/0001-51;42615334;2578337
30.329.386/0001-40;42763278;2155450
18.979.753/0001-56;44820715;3197279
03.507.873/0001-83;45249082;1040092
03.369.970/0001-57;44241350;1487703
28.881.110/0001-29;46053560;1905436
09.110.196/0001-41;43579639;1002222
17.198.299/0001-33;45027830;2221818
16.985.581/0001-06;44125265;1385282
28.254.895/0001-00;47257175;2314600
13.396.703/0001-22;39697101;807929
04.087.010/0001-67;47322312;1539621
30.057.653/0001-78;46084684;3217587
32.312.111/0001-20;42524641;2314449
09.645.246/0001-95;43632986;1938707
09.485.760/0001-00;46695382;878050
07.839.991/0001-40;46415815;1041996
16.916.037/0001-02;47509615;1927764
11.016.865/0001-62;44966345;680301
28.558.207/0001-03;43141000;1700878
14.664.173/0001-19;42940111;1447930
13.850.501/0001-09;47099962;1709669
14.213.079/0001-43;42169942;2149516
01.891.007/0001-03;39757771;1463091
07.913.448/0001-45;46623651;2259378
09.489.317/0001-08;40945582;1191058
11.905.354/0001-00;40905462;1046298
26.262.457/0001-68;40253421;2265301
31.416.575/0001-13;40150150;2807743
28.971.537/0001-18;47626215;3486371
31.392.821/0001-44;43288975;607291
26.253.883/0001-35;48594558;3191630
18.772.305/0001-87;41439823;1914758
22.314.823/0001-24;45353009;3001878
21.964.716/0001-89;40127307;1973505
05.426.683/0001-67;45914694;3114503
15.134.848/0001-80;47127647;3011010
08.708.947/0001-63;46609761;665058
08.626.112/0001-64;42172304;2600927
17.321.731/0001-31;41518470;2106454
11.817.139/0001-49;44951574;1486488
09.156.490/0001-94;47309714;2467010
08.241.199/0001-51;45746373;1126722
07.324.769/0001-04;39758217;1764457
05.926.147/0001-20;43487215;2996109
08.940.032/0001-89;41301017;3182503
09.028.021/0001-90;43958786;1364807
31.248.342/0001-59;45381057;2352998
15.636.904/0001-85;42928865;3414471
23.379.170/0001-24;40597006;718680
31.110.602/0001-25;43823986;2929542
11.160.178/0001-16;48701019;2184041
18.369.682/0001-70;47064235;2970103
13.042.231/0001-00;43489291;3473112
00.754.537/0001-47;47850111;1001813
23.379.164/0001-77;47094216;1504958
27.477.160/0001-82;46540845;1615486
19.602.004/0001-78;48368969;2195061
32.312.105/0001-72;42752015;2889512
08.537.600/0001-03;41715837;716598
24.139.910/0001-18;44610003;2481820
08.244.567/0001-15;45407164;2661612
25.098.093/0001-60;44349673;2057691
29.733.985/0001-46;46118644;2016035
13.402.166/0001-86;41826005;2828212
06.124.249/0001-95;45849019;2866324
28.419.514/0001-03;42841994;882201
09.075.418/0001-32;44275752;988854
05.084.384/0001-91;41347203;717528
06.155.546/0001-06;45462005;1686002
17.073.567/0001-90;46110917;1038144
26.498.259/0001-06;41428309;3050625
32.999.355/0001-22;44457755;1067830
11.195.213/0001-32;39744247;2687753
08.981.064/0001-22;42132580;1923363
31.533.304/0001-48;45819205;3202759
32.999.349/0001-75;46674930;1431266
01.634.643/0001-50;39750444;1526477
05.044.708/0001-68;43965857;2958657
25.307.305/0001-71;43621350;1697825
13.535.506/0001-47;41670213;3477232
07.953.717/0001-05;47756747;2264902
30.069.267/0001-04;46886399;1717959
05.316.787/0001-19;44813061;3231016
12.474.225/0001-69;42446550;1401846
12.590.494/0001-90;45535754;3204268
23.781.970/0001-77;45133123;2957158
12.107.200/0001-27;43123888;1427657
07.967.157/0001-30;42458186;1977884
05.513.755/0001-03;42307617;504921
07.522.163/0001-83;45415332;1007280
12.085.947/0001-21;48717951;1604676
12.060.642/0001-65;40187074;2874459
20.207.629/0001-14;46215330;1153805
20.468.585/0001-86;40038861;800712
09.553.252/0001-12;43305787;1714855
32.265.550/0001-29;41856484;1334514
20.216.291/0001-67;40640909;2801566
09.290.813/0001-38;43047030;850229
11.502.718/0001-00;44645769;1336101
09.592.082/0001-85;48382822;2828071
13.974.752/0001-03;46263275;1606547
07.868.070/0001-05;41541103;639106
20.155.921/0001-30;41339905;2208753
20.046.888/0001-00;42449902;3482549
30.998.188/0001-70;46196769;2033681
29.733.985/0001-46;45188583;2510669
13.396.799/0001-29;47218422;3426738
08.537.733/0001-71;43455866;1914969
30.568.121/0001-03;46873786;527845
07.898.391/0001-52;44067675;1515257
07.725.510/0001-75;41496490;751923
06.094.396/0001-60;40217795;3465291
17.955.373/0001-19;39957117;1849288
11.447.030/0001-67;42085221;1508545
29.045.977/0001-07;46105922;1445295
04.376.731/0001-97;48689963;3106280
09.577.668/0001-70;39993857;3121036
08.853.223/0001-03;48507515;1496111
17.554.203/0001-22;40587983;2969911
26.374.756/0001-94;44872442;1423024
05.508.779/0001-74;47283059;504486
19.366.021/0001-53;48166660;2471285
15.730.728/0001-46;40682146;1004790
05.905.967/0001-36;42568928;1129161
13.021.486/0001-96;40681739;603835
05.628.739/0001-66;41187432;1905676
08.624.437/0001-08;44239337;3033028
11.409.488/0001-21;46868698;1923707
32.395.694/0001-08;42923023;1239423
32.158.821/0001-47;40449921;1779977
20.214.858/0001-66;47056994;2553344
06.084.851/0001-46;43779032;1241884
28.914.119/0001-99;42019902;1370618
07.915.004/0001-49;40726593;896567
07.195.406/0001-16;43977095;3444111
23.379.144/0001-04;47865306;2282940
28.548.512/0001-06;45498744;1529589
09.528.375/0001-01;46374916;1851772
09.241.797/0001-93;44638303;1139678
05.395.864/0001-73;45953064;2286615
03.902.310/0001-90;40640243;3132950
23.657.953/0001-22;44030216;882133
32.295.971/0001-00;42883340;2842630
02.224.386/0001-40;41545807;844846
14.421.899/0001-20;40071638;1412034
22.099.944/0001-09;43040419;3080354
14.487.234/0001-10;44840482;617106
05.615.616/0001-90;44255102;827477
15.487.326/0001-62;43954471;3321128
23.547.449/0001-70;40074331;1268468
09.329.456/0001-74;45996483;1842603
10.392.562/0001-81;48055218;2472946
07.675.113/0001-36;43534614;2808320
11.060.849/0001-77;44111397;2635626
25.213.371/0001-82;41260433;3277540
25.140.632/0001-81;44279108;3449057
12.282.858/0001-75;41833475;511231
14.487.362/0001-63;41540041;2216057
11.183.903/0001-71;42949636;2549030
08.672.138/0001-49;39657408;2973622
09.499.358/0001-85;39986211;1191926
20.077.745/0001-66;44658553;1956635
17.329.725/0001-20;42169365;1931468
05.134.410/0001-49;44350162;1246741
05.136.782/0001-04;42110713;913984
21.093.227/0001-07;46217575;3304055
10.361.990/0001-47;40926342;3392624
12.469.178/0001-65;41810278;2327509
